warehouseUnitId,issuanceId,projectLocationId,orgUid,unitOwner,countryJurisdictionOfOwner,inCountryJurisdictionOfOwner,serialNumberBlock,unitBlockStart,unitBlockEnd,unitCount,vintageYear,unitType,marketplace,marketplaceLink,marketplaceIdentifier,unitTags,unitStatus,unitStatusReason,unitRegistryLink,correspondingAdjustmentDeclaration,correspondingAdjustmentStatus,timeStaged,createdAt,updatedAt,labels,issuance
4dbc5298-3b7e-48a4-94a9-d2fc7702cd41,823eee95-56d5-4d81-aa8f-497ac913af41,12f9a2b5-0594-47e3-99bd-76f229585947,b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985,China,China,China,890120525-890120613,890120525,890120613,89,2013,Not Determined,,,,,Retired,,https://cdm.unfccc.int/Projects/Validation/DB/OJD7SP7L09RFQJIYBKBOSX6IBP40SX/view.html,Unknown,Not Applicable,1712137814,2024-04-03T11:01:15.763Z,2024-04-03T11:01:15.763Z,[],"{'id': '823eee95-56d5-4d81-aa8f-497ac913af41', 'orgUid': 'b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985', 'warehouseProjectId': '12f9a2b5-0594-47e3-99bd-76f229585947', 'startDate': '2013-01-01T00:00:00.000Z', 'endDate': '2013-08-31T00:00:00.000Z', 'verificationApproach': 'NA', 'verificationReportDate': '2008-12-06T00:00:00.000Z', 'verificationBody': 'TUV NORD', 'timeStaged': None, 'createdAt': '2024-03-23T17:02:04.552Z', 'updatedAt': '2024-03-23T17:02:04.552Z'}"
dfa3bddd-a5b6-4334-9a76-d00e5e9087ae,ff42b481-b1b4-4640-a0df-0a80d71cbd0d,2b0d9e60-b80f-466d-88fc-681bed560163,b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985,El Salvador,El Salvador,El Salvador,2498228-2498727,2498228,2498727,500,2015,Not Determined,,,,,Retired,,https://cdm.unfccc.int/Projects/Validation/DB/FNZVP150WH7BQGSPBZLA8FPRS00I68/view.html,Unknown,Not Applicable,1712137814,2024-04-03T11:01:16.230Z,2024-04-03T11:01:16.230Z,[],"{'id': 'ff42b481-b1b4-4640-a0df-0a80d71cbd0d', 'orgUid': 'b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985', 'warehouseProjectId': '2b0d9e60-b80f-466d-88fc-681bed560163', 'startDate': '2015-01-01T00:00:00.000Z', 'endDate': '2015-12-31T00:00:00.000Z', 'verificationApproach': 'NA', 'verificationReportDate': '2007-01-01T00:00:00.000Z', 'verificationBody': 'AENOR', 'timeStaged': None, 'createdAt': '2024-03-25T05:05:47.412Z', 'updatedAt': '2024-03-25T05:05:47.412Z'}"
2a19bcdd-48d5-4a23-a6ba-1c2845512420,a7c2eaa2-f79d-4c8a-8f2f-4500ce84a257,72579474-bf57-482c-9e55-3a7c94c7d2be,b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985,Brazil,Brazil,Brazil,71460877-71461788,71460877,71461788,912,2009,Not Determined,,,,,Retired,,https://cdm.unfccc.int/Projects/Validation/DB/H3DANDW02AFT7BDAMCEXLQ4UUXRMXM/view.html,Unknown,Not Applicable,1712137814,2024-04-03T11:01:16.507Z,2024-04-03T11:01:16.507Z,[],"{'id': 'a7c2eaa2-f79d-4c8a-8f2f-4500ce84a257', 'orgUid': 'b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985', 'warehouseProjectId': '72579474-bf57-482c-9e55-3a7c94c7d2be', 'startDate': '2008-11-01T00:00:00.000Z', 'endDate': '2010-12-31T00:00:00.000Z', 'verificationApproach': 'NA', 'verificationReportDate': '2004-01-01T00:00:00.000Z', 'verificationBody': 'BVCH', 'timeStaged': None, 'createdAt': '2024-03-25T10:50:02.643Z', 'updatedAt': '2024-03-25T10:50:02.643Z'}"
8551b1a7-d23b-4e50-b255-46730a7b4392,b936be2f-d060-4967-99b2-6a0dbe003b1e,488f8762-2463-4ef9-b437-08244809976e,b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985,China,China,China,870554872-870654871,870554872,870654871,100000,2012,Not Determined,,,,,Retired,,https://cdm.unfccc.int/Projects/Validation/DB/2YD3JZ9KR20ZGX2FXX8B7NBQKJ7DHX/view.html,Unknown,Not Applicable,1712137814,2024-04-03T11:01:16.628Z,2024-04-03T11:01:16.628Z,[],"{'id': 'b936be2f-d060-4967-99b2-6a0dbe003b1e', 'orgUid': 'b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985', 'warehouseProjectId': '488f8762-2463-4ef9-b437-08244809976e', 'startDate': '2012-08-30T00:00:00.000Z', 'endDate': '2012-12-31T00:00:00.000Z', 'verificationApproach': 'NA', 'verificationReportDate': '2011-02-27T00:00:00.000Z', 'verificationBody': 'GLC', 'timeStaged': None, 'createdAt': '2024-03-21T05:43:01.033Z', 'updatedAt': '2024-03-21T05:43:01.033Z'}"
96c54375-ccba-4107-9bcd-da299e23e24d,5d366688-47d1-4998-aad8-9f9ac598f396,834999f0-6276-4b97-8d6e-8981100bbb13,b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985,India,India,India,241300939-241301122,241300939,241301122,184,2015,Not Determined,,,,,Retired,,https://cdm.unfccc.int/Projects/Validation/DB/J0B7MBQDXCO4MTBIW1UN75B4OGRTX8/view.html,Unknown,Not Applicable,1712137813,2024-04-03T11:01:14.948Z,2024-04-03T11:01:14.948Z,[],"{'id': '5d366688-47d1-4998-aad8-9f9ac598f396', 'orgUid': 'b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985', 'warehouseProjectId': '834999f0-6276-4b97-8d6e-8981100bbb13', 'startDate': '2015-11-01T00:00:00.000Z', 'endDate': '2016-05-31T00:00:00.000Z', 'verificationApproach': 'NA', 'verificationReportDate': '2008-04-05T00:00:00.000Z', 'verificationBody': 'TUV NORD', 'timeStaged': None, 'createdAt': '2024-03-23T21:22:43.109Z', 'updatedAt': '2024-03-23T21:22:43.109Z'}"
4e0f1282-d315-442e-8bb3-3aac6ffc5690,29d7803d-8504-4ed5-b42f-03e055c68ed3,9622d9a1-8dc5-4256-b5e5-564c967f0786,b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985,India,India,India,218716678-218717195,218716678,218717195,518,2014,Not Determined,,,,,Retired,,https://cdm.unfccc.int/Projects/Validation/DB/GU47FOITYTV5704RLN2KKQ8Q8O57QV/view.html,Unknown,Not Applicable,1712137813,2024-04-03T11:01:15.306Z,2024-04-03T11:01:15.306Z,[],"{'id': '29d7803d-8504-4ed5-b42f-03e055c68ed3', 'orgUid': 'b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985', 'warehouseProjectId': '9622d9a1-8dc5-4256-b5e5-564c967f0786', 'startDate': '2013-01-01T00:00:00.000Z', 'endDate': '2015-03-09T00:00:00.000Z', 'verificationApproach': 'NA', 'verificationReportDate': '2011-03-30T00:00:00.000Z', 'verificationBody': 'Earthood', 'timeStaged': None, 'createdAt': '2024-03-24T07:43:12.462Z', 'updatedAt': '2024-03-24T07:43:12.462Z'}"
30c90e25-e27c-4af1-9133-cd295dadf157,62f5c2ed-a5df-46ef-a940-d4a03d58344b,4d544cca-47c9-4842-81de-925c58f06c8c,b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985,India,India,India,177232228-177250554,177232228,177250554,18327,2010,Not Determined,,,,,Retired,,https://cdm.unfccc.int/Projects/Validation/DB/A974KPIIKRTFL6DTHD4FLB7XV7H4XI/view.html,Unknown,Not Applicable,1712137813,2024-04-03T11:01:16.552Z,2024-04-03T11:01:16.552Z,[],"{'id': '62f5c2ed-a5df-46ef-a940-d4a03d58344b', 'orgUid': 'b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985', 'warehouseProjectId': '4d544cca-47c9-4842-81de-925c58f06c8c', 'startDate': '2010-01-12T00:00:00.000Z', 'endDate': '2011-12-31T00:00:00.000Z', 'verificationApproach': 'NA', 'verificationReportDate': '2010-01-12T00:00:00.000Z', 'verificationBody': 'TUV NORD', 'timeStaged': None, 'createdAt': '2024-03-21T12:57:09.644Z', 'updatedAt': '2024-03-21T12:57:09.644Z'}"
11b195f9-65c1-4824-ac48-9d5012b75aa6,62f5c2ed-a5df-46ef-a940-d4a03d58344b,4d544cca-47c9-4842-81de-925c58f06c8c,b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985,India,India,India,177250555-177252227,177250555,177252227,1673,2010,Not Determined,,,,,Retired,,https://cdm.unfccc.int/Projects/Validation/DB/A974KPIIKRTFL6DTHD4FLB7XV7H4XI/view.html,Unknown,Not Applicable,1712137813,2024-04-03T11:01:16.773Z,2024-04-03T11:01:16.773Z,[],"{'id': '62f5c2ed-a5df-46ef-a940-d4a03d58344b', 'orgUid': 'b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985', 'warehouseProjectId': '4d544cca-47c9-4842-81de-925c58f06c8c', 'startDate': '2010-01-12T00:00:00.000Z', 'endDate': '2011-12-31T00:00:00.000Z', 'verificationApproach': 'NA', 'verificationReportDate': '2010-01-12T00:00:00.000Z', 'verificationBody': 'TUV NORD', 'timeStaged': None, 'createdAt': '2024-03-21T12:57:09.644Z', 'updatedAt': '2024-03-21T12:57:09.644Z'}"
9939e3b9-2441-4b05-82af-348f4d96d889,1633da67-6374-4e10-a6c2-39d57b1c4529,94604d7b-7226-408c-96cc-898237a24377,b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985,Costa Rica,Costa Rica,Costa Rica,1989413-1989422,1989413,1989422,10,2017,Not Determined,,,,,Retired,,https://cdm.unfccc.int/Projects/Validation/DB/TUV10T4MUM3H4T9B2EJMMTR8Y9O17U/view.html,Unknown,Not Applicable,1712137812,2024-04-03T11:01:14.932Z,2024-04-03T11:01:14.932Z,[],"{'id': '1633da67-6374-4e10-a6c2-39d57b1c4529', 'orgUid': 'b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985', 'warehouseProjectId': '94604d7b-7226-408c-96cc-898237a24377', 'startDate': '2014-11-30T00:00:00.000Z', 'endDate': '2018-11-30T00:00:00.000Z', 'verificationApproach': 'NA', 'verificationReportDate': '2007-11-30T00:00:00.000Z', 'verificationBody': 'TUV NORD', 'timeStaged': None, 'createdAt': '2024-03-23T21:22:55.122Z', 'updatedAt': '2024-03-23T21:22:55.122Z'}"
12f2af51-c652-4d90-a705-38b6151cf46b,d7b0e3d5-42bc-41c7-8ab2-06c2c8dbe6d7,12276578-2da8-44f2-a6b8-3d0a41df39c4,b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985,India,India,India,201035839-201360838,201035839,201360838,325000,2010,Not Determined,,,,,Retired,,https://cdm.unfccc.int/Projects/Validation/DB/WOW1YYO9VEFAM3D6H2GJ4BZ4AW9YJL/view.html,Unknown,Not Applicable,1712137812,2024-04-03T11:01:15.789Z,2024-04-03T11:01:15.789Z,[],"{'id': 'd7b0e3d5-42bc-41c7-8ab2-06c2c8dbe6d7', 'orgUid': 'b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985', 'warehouseProjectId': '12276578-2da8-44f2-a6b8-3d0a41df39c4', 'startDate': '2010-05-30T00:00:00.000Z', 'endDate': '2012-12-31T00:00:00.000Z', 'verificationApproach': 'NA', 'verificationReportDate': '2010-04-29T00:00:00.000Z', 'verificationBody': 'KBS', 'timeStaged': None, 'createdAt': '2024-03-21T05:43:07.355Z', 'updatedAt': '2024-03-21T05:43:07.355Z'}"
bb48cbb7-6f61-4b8f-91a0-793245f769a4,ff992d92-b128-4358-a656-436dbd313955,488f8762-2463-4ef9-b437-08244809976e,b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985,China,China,China,768071636-768101635,768071636,768101635,30000,2012,Not Determined,,,,,Retired,,https://cdm.unfccc.int/Projects/Validation/DB/2YD3JZ9KR20ZGX2FXX8B7NBQKJ7DHX/view.html,Unknown,Not Applicable,1712137812,2024-04-03T11:01:16.359Z,2024-04-03T11:01:16.359Z,[],"{'id': 'ff992d92-b128-4358-a656-436dbd313955', 'orgUid': 'b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985', 'warehouseProjectId': '488f8762-2463-4ef9-b437-08244809976e', 'startDate': '2012-04-29T00:00:00.000Z', 'endDate': '2012-08-29T00:00:00.000Z', 'verificationApproach': 'NA', 'verificationReportDate': '2011-02-27T00:00:00.000Z', 'verificationBody': 'GLC', 'timeStaged': None, 'createdAt': '2024-03-21T05:43:07.623Z', 'updatedAt': '2024-03-21T05:43:07.623Z'}"
a3f08c9e-2741-48bf-ae4f-24526c429164,81f853d7-2698-44c6-8d1c-f5453b8f5800,4c8db4e3-5fa6-4c88-884c-55b6f21671b8,b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985,China,China,China,880815055-880816154,880815055,880816154,1100,2013,Not Determined,,,,,Retired,,https://cdm.unfccc.int/Projects/Validation/DB/FY2L18XA9I3JTTI62AMH2IBIBHZIYT/view.html,Unknown,Not Applicable,1712137812,2024-04-03T11:01:16.428Z,2024-04-03T11:01:16.428Z,[],"{'id': '81f853d7-2698-44c6-8d1c-f5453b8f5800', 'orgUid': 'b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985', 'warehouseProjectId': '4c8db4e3-5fa6-4c88-884c-55b6f21671b8', 'startDate': '2013-01-01T00:00:00.000Z', 'endDate': '2013-12-25T00:00:00.000Z', 'verificationApproach': 'NA', 'verificationReportDate': '2009-01-26T00:00:00.000Z', 'verificationBody': 'JCI', 'timeStaged': None, 'createdAt': '2024-03-23T06:13:35.416Z', 'updatedAt': '2024-03-23T06:13:35.416Z'}"
2442b67b-7f8a-4249-87b2-e045221cd9a4,1633da67-6374-4e10-a6c2-39d57b1c4529,94604d7b-7226-408c-96cc-898237a24377,b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985,Costa Rica,Costa Rica,Costa Rica,1989423-1989444,1989423,1989444,22,2017,Not Determined,,,,,Retired,,https://cdm.unfccc.int/Projects/Validation/DB/TUV10T4MUM3H4T9B2EJMMTR8Y9O17U/view.html,Unknown,Not Applicable,1712137812,2024-04-03T11:01:16.693Z,2024-04-03T11:01:16.693Z,[],"{'id': '1633da67-6374-4e10-a6c2-39d57b1c4529', 'orgUid': 'b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985', 'warehouseProjectId': '94604d7b-7226-408c-96cc-898237a24377', 'startDate': '2014-11-30T00:00:00.000Z', 'endDate': '2018-11-30T00:00:00.000Z', 'verificationApproach': 'NA', 'verificationReportDate': '2007-11-30T00:00:00.000Z', 'verificationBody': 'TUV NORD', 'timeStaged': None, 'createdAt': '2024-03-23T21:22:55.122Z', 'updatedAt': '2024-03-23T21:22:55.122Z'}"
9059902e-1574-4090-9f63-886a7720552f,cacf18ee-1299-4fad-82b2-69be8f47f562,6e5f9861-2c8c-4c76-a302-bb32f22e08cf,b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985,Brazil,Brazil,Brazil,135473735-135475140,135473735,135475140,1406,2012,Not Determined,,,,,Retired,,https://cdm.unfccc.int/Projects/Validation/DB/OKEBZZSC5RXA833KAN26DBA9A00L12/view.html,Unknown,Not Applicable,1712137811,2024-04-03T11:01:15.557Z,2024-04-03T11:01:15.557Z,[],"{'id': 'cacf18ee-1299-4fad-82b2-69be8f47f562', 'orgUid': 'b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985', 'warehouseProjectId': '6e5f9861-2c8c-4c76-a302-bb32f22e08cf', 'startDate': '2012-09-01T00:00:00.000Z', 'endDate': '2012-12-31T00:00:00.000Z', 'verificationApproach': 'NA', 'verificationReportDate': '2003-12-23T00:00:00.000Z', 'verificationBody': 'TUV NORD', 'timeStaged': None, 'createdAt': '2024-03-25T10:50:11.011Z', 'updatedAt': '2024-03-25T10:50:11.011Z'}"
8613893d-9d8b-474d-99ff-2d2e8984cdc1,ac08c9bd-e05a-486a-9f4d-5b5efa92a1c1,a3ac856e-915d-4536-9e0a-732a14d890e9,b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985,India,India,India,270286402-270301800,270286402,270301800,15399,2013,Not Determined,,,,,Retired,,https://cdm.unfccc.int/Projects/Validation/DB/8OVQKEZZQE8ZI5S60GDQG0YRDJLIH1/view.html,Unknown,Not Applicable,1712137811,2024-04-03T11:01:15.961Z,2024-04-03T11:01:15.961Z,[],"{'id': 'ac08c9bd-e05a-486a-9f4d-5b5efa92a1c1', 'orgUid': 'b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985', 'warehouseProjectId': 'a3ac856e-915d-4536-9e0a-732a14d890e9', 'startDate': '2013-01-01T00:00:00.000Z', 'endDate': '2020-06-30T00:00:00.000Z', 'verificationApproach': 'NA', 'verificationReportDate': '2012-08-01T00:00:00.000Z', 'verificationBody': 'LGAI', 'timeStaged': None, 'createdAt': '2024-02-26T06:33:01.934Z', 'updatedAt': '2024-02-26T06:33:01.934Z'}"
d69467ad-fe3c-49ca-8e6d-b29e3b585241,1633da67-6374-4e10-a6c2-39d57b1c4529,94604d7b-7226-408c-96cc-898237a24377,b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985,Costa Rica,Costa Rica,Costa Rica,1989403-1989412,1989403,1989412,10,2017,Not Determined,,,,,Retired,,https://cdm.unfccc.int/Projects/Validation/DB/TUV10T4MUM3H4T9B2EJMMTR8Y9O17U/view.html,Unknown,Not Applicable,1712137811,2024-04-03T11:01:16.115Z,2024-04-03T11:01:16.115Z,[],"{'id': '1633da67-6374-4e10-a6c2-39d57b1c4529', 'orgUid': 'b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985', 'warehouseProjectId': '94604d7b-7226-408c-96cc-898237a24377', 'startDate': '2014-11-30T00:00:00.000Z', 'endDate': '2018-11-30T00:00:00.000Z', 'verificationApproach': 'NA', 'verificationReportDate': '2007-11-30T00:00:00.000Z', 'verificationBody': 'TUV NORD', 'timeStaged': None, 'createdAt': '2024-03-23T21:22:55.122Z', 'updatedAt': '2024-03-23T21:22:55.122Z'}"
4704b17a-e6bc-4c78-9ce6-942dc5e2fa11,1f8c5e6e-5f49-4908-984a-d1d7f39f705b,5120b7ae-893d-4c39-ac05-b196323dc89f,b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985,Brazil,Brazil,Brazil,193360599-193949483,193360599,193949483,588885,2011,Not Determined,,,,,Retired,,https://cdm.unfccc.int/Projects/Validation/DB/T3TA3SUQYRH7QZ2O5HCAO56AD062PE/view.html,Unknown,Not Applicable,1712137811,2024-04-03T11:01:16.500Z,2024-04-03T11:01:16.500Z,[],"{'id': '1f8c5e6e-5f49-4908-984a-d1d7f39f705b', 'orgUid': 'b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985', 'warehouseProjectId': '5120b7ae-893d-4c39-ac05-b196323dc89f', 'startDate': '2011-01-01T00:00:00.000Z', 'endDate': '2012-12-31T00:00:00.000Z', 'verificationApproach': 'NA', 'verificationReportDate': '2004-01-01T00:00:00.000Z', 'verificationBody': 'EPIC', 'timeStaged': None, 'createdAt': '2024-03-25T10:50:02.598Z', 'updatedAt': '2024-03-25T10:50:02.598Z'}"
f5c8f025-c32a-44d1-b3db-28191572d7c9,1633da67-6374-4e10-a6c2-39d57b1c4529,94604d7b-7226-408c-96cc-898237a24377,b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985,Costa Rica,Costa Rica,Costa Rica,1989400-1989402,1989400,1989402,3,2017,Not Determined,,,,,Retired,,https://cdm.unfccc.int/Projects/Validation/DB/TUV10T4MUM3H4T9B2EJMMTR8Y9O17U/view.html,Unknown,Not Applicable,1712137811,2024-04-03T11:01:16.676Z,2024-04-03T11:01:16.676Z,[],"{'id': '1633da67-6374-4e10-a6c2-39d57b1c4529', 'orgUid': 'b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985', 'warehouseProjectId': '94604d7b-7226-408c-96cc-898237a24377', 'startDate': '2014-11-30T00:00:00.000Z', 'endDate': '2018-11-30T00:00:00.000Z', 'verificationApproach': 'NA', 'verificationReportDate': '2007-11-30T00:00:00.000Z', 'verificationBody': 'TUV NORD', 'timeStaged': None, 'createdAt': '2024-03-23T21:22:55.122Z', 'updatedAt': '2024-03-23T21:22:55.122Z'}"
a32dad8c-5c24-4f22-82ac-a2b4f7af81d1,12890525-bb08-4ba9-b267-b43396d8d150,440eb72e-e8e7-4420-9845-005094028d68,b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985,India,India,India,235632053-235632059,235632053,235632059,7,2011,Not Determined,,,,,Retired,,https://cdm.unfccc.int/Projects/Validation/DB/EU0CPKR8ON6AG2FV6KUFILTX8VIABF/view.html,Unknown,Not Applicable,1712137810,2024-04-03T11:01:15.071Z,2024-04-03T11:01:15.071Z,[],"{'id': '12890525-bb08-4ba9-b267-b43396d8d150', 'orgUid': 'b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985', 'warehouseProjectId': '440eb72e-e8e7-4420-9845-005094028d68', 'startDate': '2011-04-05T00:00:00.000Z', 'endDate': '2012-12-31T00:00:00.000Z', 'verificationApproach': 'NA', 'verificationReportDate': '2011-04-05T00:00:00.000Z', 'verificationBody': 'EPIC', 'timeStaged': None, 'createdAt': '2024-03-18T18:24:58.717Z', 'updatedAt': '2024-03-18T18:24:58.717Z'}"
f0452160-807f-4775-8f38-36a8871c2318,cacf18ee-1299-4fad-82b2-69be8f47f562,6e5f9861-2c8c-4c76-a302-bb32f22e08cf,b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985,Brazil,Brazil,Brazil,135465141-135473734,135465141,135473734,8594,2012,Not Determined,,,,,Retired,,https://cdm.unfccc.int/Projects/Validation/DB/OKEBZZSC5RXA833KAN26DBA9A00L12/view.html,Unknown,Not Applicable,1712137810,2024-04-03T11:01:15.820Z,2024-04-03T11:01:15.820Z,[],"{'id': 'cacf18ee-1299-4fad-82b2-69be8f47f562', 'orgUid': 'b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985', 'warehouseProjectId': '6e5f9861-2c8c-4c76-a302-bb32f22e08cf', 'startDate': '2012-09-01T00:00:00.000Z', 'endDate': '2012-12-31T00:00:00.000Z', 'verificationApproach': 'NA', 'verificationReportDate': '2003-12-23T00:00:00.000Z', 'verificationBody': 'TUV NORD', 'timeStaged': None, 'createdAt': '2024-03-25T10:50:11.011Z', 'updatedAt': '2024-03-25T10:50:11.011Z'}"
7768fba1-27ce-45bc-9958-fce8c1d6355f,12890525-bb08-4ba9-b267-b43396d8d150,440eb72e-e8e7-4420-9845-005094028d68,b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985,India,India,India,235632028-235632052,235632028,235632052,25,2011,Not Determined,,,,,Retired,,https://cdm.unfccc.int/Projects/Validation/DB/EU0CPKR8ON6AG2FV6KUFILTX8VIABF/view.html,Unknown,Not Applicable,1712137810,2024-04-03T11:01:16.102Z,2024-04-03T11:01:16.102Z,[],"{'id': '12890525-bb08-4ba9-b267-b43396d8d150', 'orgUid': 'b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985', 'warehouseProjectId': '440eb72e-e8e7-4420-9845-005094028d68', 'startDate': '2011-04-05T00:00:00.000Z', 'endDate': '2012-12-31T00:00:00.000Z', 'verificationApproach': 'NA', 'verificationReportDate': '2011-04-05T00:00:00.000Z', 'verificationBody': 'EPIC', 'timeStaged': None, 'createdAt': '2024-03-18T18:24:58.717Z', 'updatedAt': '2024-03-18T18:24:58.717Z'}"
e4c1cc94-1fb7-4731-978a-54498aecbe22,cd4dc84b-6317-496e-9b60-df6dfa78dec5,fca5e522-8dfe-4f28-9842-1c44d77f29d5,b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985,India,India,India,234829936-234829936,234829936,234829936,1,2013,Not Determined,,,,,Retired,,https://cdm.unfccc.int/Projects/Validation/DB/SDGDZ9BEGT85WFKJKC594C4TE4DYLI/view.html,Unknown,Not Applicable,1704722422,2024-01-08T16:57:00.310Z,2024-01-08T16:57:00.310Z,[],"{'id': 'cd4dc84b-6317-496e-9b60-df6dfa78dec5', 'orgUid': 'b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985', 'warehouseProjectId': 'fca5e522-8dfe-4f28-9842-1c44d77f29d5', 'startDate': '2013-01-01T00:00:00.000Z', 'endDate': '2014-02-28T00:00:00.000Z', 'verificationApproach': 'NA', 'verificationReportDate': '2012-12-31T00:00:00.000Z', 'verificationBody': 'RINA', 'timeStaged': None, 'createdAt': '2024-01-04T18:32:14.361Z', 'updatedAt': '2024-01-04T18:32:14.361Z'}"
1dfea54a-0420-4a27-8dc0-23487506c962,33a3a1a5-d577-494d-8367-e62be192d9c6,12ff08d2-57d3-4bce-8260-d50bbc554cc4,b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985,India,India,India,202356412-202356414,202356412,202356414,3,2012,Not Determined,,,,,Retired,,https://cdm.unfccc.int/Projects/Validation/DB/ARRXENG8GQS9LM7Y4CDTKPCVIFFDVQ/view.html,Unknown,Not Applicable,1704722421,2024-01-08T16:56:54.321Z,2024-01-08T16:56:54.321Z,[],"{'id': '33a3a1a5-d577-494d-8367-e62be192d9c6', 'orgUid': 'b3d4e71d806e86ff1f8712b6854d65e2c178e873ee22b2f7d0da937dacbaa985', 'warehouseProjectId': '12ff08d2-57d3-4bce-8260-d50bbc554cc4', 'startDate': '2012-09-07T00:00:00.000Z', 'endDate': '2012-12-31T00:00:00.000Z', 'verificationApproach': 'NA', 'verificationReportDate': '2012-09-07T00:00:00.000Z', 'verificationBody': 'EPIC', 'timeStaged': None, 'createdAt': '2024-01-04T18:32:12.514Z', 'updatedAt': '2024-01-04T18:32:12.514Z'}"
